year,program_group,university,avg_ege_paid,ege_change_prev_year,enrolled_paid,cost_of_education_rub,avg_ege_budget,enrolled_budget,ege_excludes_individual,gdp_per_capita_usd,gdp_usd_billion,gdp_rub_billion,inflation_rate_percent,mrot_rub,avg_salary_rub,real_salary_growth_percent,cpi_index,base_cpi,base_inflation_percent,gdp_deflator,population_million,unemployment_rate_percent
2021,Автоматика и управление,Мытищинский филиал МГТУ им. Н. Э. Баумана (МГУЛ),64.0,13.3,2,206.9,66.5,43,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,Мытищинский филиал МГТУ им. Н. Э. Баумана (МГУЛ),62.0,0.7,17,182.1,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,Мытищинский филиал МГТУ им. Н. Э. Баумана (МГУЛ),59.7,-1.4,24,206.9,77.4,60,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,Мытищинский филиал МГТУ им. Н. Э. Баумана (МГУЛ),59.7,-2.1,29,182.1,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Лингвистика и иностранные языки,Мытищинский филиал МГТУ им. Н. Э. Баумана (МГУЛ),68.8,2.4,30,182.1,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Профессиональное обучение,Мытищинский филиал МГТУ им. Н. Э. Баумана (МГУЛ),56.5,3.2,7,182.1,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Строительство,Мытищинский филиал Национального исследовательского Московского государственного строительного ун-т.а,54.3,-1.0,83,178.0,62.8,141,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Педагогическое образование,Набережночелнинский гос. педагогический ун-т.,62.8,6.5,5,120.0,66.4,241,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,Набережночелнинский ин-т. (филиал) Казанского (Приволжского) федерального ун-т.а,63.1,0.1,44,132.4,79.7,12,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Бизнес-информатика,Набережночелнинский ин-т. (филиал) Казанского (Приволжского) федерального ун-т.а,61.0,-6.1,4,132.4,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Юриспруденция,Набережночелнинский ин-т. (филиал) Казанского (Приволжского) федерального ун-т.а,59.9,-3.5,19,132.4,76.1,26,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Психология,Набережночелнинский ин-т. (филиал) Казанского (Приволжского) федерального ун-т.а,51.7,-11.9,2,147.2,66.4,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Лингвистика и иностранные языки,Набережночелнинский ин-т. (филиал) Казанского (Приволжского) федерального ун-т.а,67.3,0.4,20,132.4,82.6,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,Набережночелнинский ин-т. (филиал) Казанского (Приволжского) федерального ун-т.а,63.4,-3.1,17,132.4,76.7,13,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Дизайн,Набережночелнинский ин-т. (филиал) Казанского (Приволжского) федерального ун-т.а,75.0,0.2,2,208.3,74.3,3,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Юриспруденция,Набережночелнинский филиал Казанского инновационного ун-т.а им. В.Г. Тимирясова (ИЭУП),63.4,-3.8,24,123.3,74.6,0,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Управление качеством,Набережночелнинский филиал Казанского инновационного ун-т.а им. В.Г. Тимирясова (ИЭУП),51.0,7.2,12,141.7,74.6,0,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Психология,Набережночелнинский филиал Казанского инновационного ун-т.а им. В.Г. Тимирясова (ИЭУП),48.8,0.2,5,123.3,74.6,0,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,Набережночелнинский филиал Казанского инновационного ун-т.а им. В.Г. Тимирясова (ИЭУП),62.1,2.6,14,123.3,74.6,0,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,Набережночелнинский филиал Казанского инновационного ун-т.а им. В.Г. Тимирясова (ИЭУП),60.5,2.1,20,123.3,74.6,0,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,Набережночелнинский филиал Казанского инновационного ун-т.а им. В.Г. Тимирясова (ИЭУП),54.6,0.2,6,141.7,74.6,0,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Юриспруденция,"Национальный ин-т. бизнеса, г. Москва",56.8,1.9,8,140.0,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,"Национальный ин-т. бизнеса, г. Москва",56.6,-3.0,23,140.0,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,"Национальный ин-т. бизнеса, г. Москва",50.3,-1.5,7,140.0,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Дизайн,"Национальный ин-т. дизайна, г. Москва",79.9,0.2,126,280.0,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",61.7,-2.9,13,98.7,78.6,12,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Психология,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",55.8,8.5,4,98.7,68.0,25,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Математика,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",56.7,0.2,7,106.8,69.1,100,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Юриспруденция,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",63.3,1.3,130,98.7,87.9,14,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Реклама и связи с общественностью,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",63.7,-6.3,6,98.7,75.7,21,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Лингвистика и иностранные языки,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",65.4,1.3,39,98.7,83.7,38,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информационная безопасность,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",57.8,6.3,2,115.0,67.1,30,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",62.8,-1.1,43,98.7,81.8,13,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Политология,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",56.9,-2.1,2,98.7,73.6,25,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Филология,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",66.0,3.0,3,98.7,80.4,24,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",52.8,0.2,6,115.0,72.7,80,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Здравоохранение,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",58.7,-2.5,158,129.3,72.3,255,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Журналистика и литературное творчество,"Национальный исследовательский Мордовский гос. ун-т. им. Н.П. Огарева, г. Саранск",68.0,-12.4,12,98.7,81.4,21,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Управление качеством,Национальный исследовательский Моск. гос. строительный ун-т.,53.5,0.2,5,230.0,67.3,54,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Архитектура и градостроительство,Национальный исследовательский Моск. гос. строительный ун-т.,62.5,-0.2,258,230.0,84.6,220,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Автоматика и управление,Национальный исследовательский Моск. гос. строительный ун-т.,56.9,1.9,7,230.0,71.6,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Математика,Национальный исследовательский Моск. гос. строительный ун-т.,60.9,0.2,2,205.0,76.5,56,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Транспортные средства,Национальный исследовательский Моск. гос. строительный ун-т.,51.6,-15.2,2,230.0,62.8,59,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Строительство,Национальный исследовательский Моск. гос. строительный ун-т.,55.4,-0.1,100,230.0,73.0,1169,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Социология,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,65.5,3.2,38,124.5,81.1,65,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Государственное и муниципальное управление,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,63.2,2.0,47,129.0,81.6,12,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Математика,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,65.9,8.6,90,129.0,79.2,269,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Юриспруденция,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,63.5,-2.4,358,126.8,87.1,64,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информационная безопасность,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,60.1,4.2,8,144.0,74.3,69,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Филология,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,72.0,-2.1,40,129.0,89.0,49,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,64.8,-0.8,70,152.0,80.2,159,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Издательское дело,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,60.7,1.5,8,144.0,84.1,5,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Биология,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,62.4,2.3,22,160.0,77.7,124,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Библиотеки и архивы,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,65.5,1.5,3,122.5,75.0,20,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Журналистика и литературное творчество,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,72.0,1.9,52,144.0,91.6,20,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Физическая культура,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,55.6,-2.7,18,164.0,69.0,35,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Международные отношения,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,70.0,-1.4,74,153.0,89.4,48,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,История,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,66.7,-0.8,21,122.5,80.2,35,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,62.3,-1.5,67,129.0,78.7,34,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Бизнес-информатика,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,64.5,-2.8,57,131.0,84.4,14,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Химия,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,57.7,-2.6,8,144.0,79.6,115,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Реклама и связи с общественностью,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,66.5,5.2,90,144.0,90.0,18,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Сфера обслуживания,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,60.4,-1.3,46,145.7,78.6,80,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Психология,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,60.9,3.1,82,132.0,78.4,56,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Физика,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,57.1,0.2,3,144.0,70.1,140,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Здравоохранение,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,63.3,1.0,249,197.0,79.8,87,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Политология,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,69.4,4.9,9,129.0,81.6,19,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,Национальный исследовательский Нижегородский гос. ун-т. им. Н.И. Лобачевского,66.3,1.7,208,130.0,85.5,69,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,"Электронная техника, радиотехника и связь","Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",73.2,14.4,7,236.5,84.6,51,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Бизнес-информатика,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",72.1,4.2,110,209.5,74.6,0,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Геология,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",68.7,7.8,6,251.0,79.2,180,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",72.8,6.3,149,209.5,88.2,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Физика,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",75.0,8.9,7,216.7,87.0,40,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Автоматика и управление,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",73.6,3.3,5,236.5,88.5,50,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Энергетика и энергетическое машиностроение,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",66.7,-1.2,2,236.5,86.1,20,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Материалы,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",70.5,5.4,6,236.5,87.3,53,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",75.9,6.0,340,236.5,97.4,170,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Лингвистика и иностранные языки,"Национальный исследовательский технол. ун-т. ""МИСиС"", г. Москва",80.5,7.8,181,229.6,97.0,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Лингвистика и иностранные языки,Национальный исследовательский Томский гос. ун-т.,73.3,-3.2,97,145.7,87.0,75,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Международные отношения,Национальный исследовательский Томский гос. ун-т.,74.0,-1.6,45,145.7,92.6,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Юриспруденция,Национальный исследовательский Томский гос. ун-т.,68.1,-1.0,203,151.0,84.2,105,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,Национальный исследовательский Томский гос. ун-т.,67.8,-0.7,38,210.8,82.2,94,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,Национальный исследовательский Томский гос. ун-т.,64.5,1.7,83,145.7,86.6,45,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Математика,Национальный исследовательский Томский гос. ун-т.,59.3,-5.0,2,145.7,76.6,230,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Психология,Национальный исследовательский Томский гос. ун-т.,69.5,3.4,30,145.7,81.0,60,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Дизайн,Национальный исследовательский Томский гос. ун-т.,71.0,-6.6,15,277.2,88.6,15,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,История,Национальный исследовательский Томский гос. ун-т.,66.5,-3.0,9,145.7,84.9,65,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Филология,Национальный исследовательский Томский гос. ун-т.,69.3,0.2,7,145.7,85.1,60,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,Национальный исследовательский Томский гос. ун-т.,69.5,0.0,19,162.2,86.6,139,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Политология,Национальный исследовательский Томский гос. ун-т.,63.5,-9.0,3,145.7,83.3,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Социология,Национальный исследовательский Томский гос. ун-т.,64.9,0.2,7,145.7,82.4,20,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Философия,Национальный исследовательский Томский гос. ун-т.,63.7,0.2,4,145.7,77.9,38,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Издательское дело,Национальный исследовательский Томский гос. ун-т.,64.2,5.9,3,145.7,82.2,17,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Журналистика и литературное творчество,Национальный исследовательский Томский гос. ун-т.,72.6,-1.7,45,214.1,86.0,40,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Культурология,Национальный исследовательский Томский гос. ун-т.,64.0,0.2,2,145.7,77.7,15,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Физическая культура,Национальный исследовательский Томский гос. ун-т.,71.0,0.2,2,192.5,85.9,20,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Реклама и связи с общественностью,Национальный исследовательский Томский гос. ун-т.,68.5,-4.7,25,145.7,95.4,20,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,Национальный исследовательский Томский политехн. ун-т.,67.6,0.2,7,160.0,84.2,15,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Машиностроение,Национальный исследовательский Томский политехн. ун-т.,0.0,0.2,6,197.0,69.5,38,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Нефтегазовое дело,Национальный исследовательский Томский политехн. ун-т.,64.7,0.2,11,205.7,82.7,100,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Материалы,Национальный исследовательский Томский политехн. ун-т.,0.0,0.2,17,197.0,62.8,40,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Математика,Национальный исследовательский Томский политехн. ун-т.,66.7,-2.6,2,179.0,82.1,50,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,Национальный исследовательский Томский политехн. ун-т.,69.5,1.4,16,197.0,84.0,212,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Дизайн,Национальный исследовательский Томский политехн. ун-т.,65.1,-1.1,9,295.4,81.0,24,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Автоматика и управление,Национальный исследовательский Томский политехн. ун-т.,59.7,0.2,26,197.0,78.6,93,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Физика,Национальный исследовательский Томский политехн. ун-т.,89.0,0.2,101,197.0,77.1,25,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Химическая и биотехнологии,Национальный исследовательский Томский политехн. ун-т.,75.5,12.3,3,197.0,78.5,220,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Менеджмент,Национальный исследовательский Томский политехн. ун-т.,65.3,1.0,9,178.5,82.5,37,False,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Экономика,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",86.4,1.6,625,682.5,95.4,289,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Информатика и вычислительная техника,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",86.5,2.7,315,500.0,97.5,314,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Журналистика и литературное творчество,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",89.1,1.6,62,590.0,98.0,40,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Философия,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",79.9,-0.4,5,390.0,93.8,45,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,"Электронная техника, радиотехника и связь","Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",80.8,5.6,13,390.0,90.5,61,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,География,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",82.9,-10.5,17,390.0,95.4,25,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Теория искусств,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",86.9,0.1,21,420.0,97.9,30,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Бизнес-информатика,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",83.0,2.2,246,640.0,97.9,85,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
2021,Химия,"Национальный исследовательский ун-т. ""Высшая школа экономики"", г. Москва",85.5,-5.0,6,440.0,95.9,30,True,9.63,1.49,29.9,5.19,12.8,49.5,0.1,192.4,100.5,4.55,123.55,146.2,5.8
